file,time_bin,percent_time_swimming,condition
C8_t1_2025_11_11-01_34_53.h5,23.5,12.9999999999999,control
C8_t1_2025_11_11-01_34_53.h5,24.5,21.999999999999886,control
C8_t1_2025_11_11-01_34_53.h5,25.5,17.00000000000017,control
C8_t1_2025_11_11-01_34_53.h5,26.5,0.0,control
C8_t1_2025_11_11-01_34_53.h5,27.5,8.000000000000185,control
C8_t1_2025_11_11-01_34_53.h5,28.5,3.0000000000001137,control
C8_t1_2025_11_11-01_34_53.h5,29.5,26.99999999999996,control
C8_t1_2025_11_11-01_34_53.h5,30.5,30.999999999999872,control
C8_t1_2025_11_11-01_34_53.h5,31.5,52.00000000000031,control
C8_t1_2025_11_11-01_34_53.h5,32.5,64.99999999999986,control
C8_t1_2025_11_11-01_34_53.h5,33.5,64.99999999999915,control
C8_t1_2025_11_11-01_34_53.h5,34.5,21.999999999999886,control
C8_t1_2025_11_11-01_34_53.h5,35.5,32.99999999999983,control
C8_t1_2025_11_11-01_34_53.h5,36.5,49.0000000000002,control
C8_t1_2025_11_11-01_34_53.h5,37.5,36.999999999999744,control
C8_t1_2025_11_11-01_34_53.h5,38.5,55.000000000000426,control
C8_t1_2025_11_11-01_34_53.h5,39.5,25.9999999999998,control
C8_t1_2025_11_11-01_34_53.h5,40.5,36.999999999999744,control
C8_t1_2025_11_11-01_34_53.h5,41.5,39.99999999999986,control
C8_t1_2025_11_11-01_34_53.h5,42.5,65.99999999999966,control
C8_t1_2025_11_11-01_34_53.h5,43.5,60.00000000000014,control
C8_t1_2025_11_11-01_34_53.h5,44.5,53.000000000000114,control
C8_t1_2025_11_11-01_34_53.h5,45.5,85.00000000000014,control
C8_t1_2025_11_11-01_34_53.h5,46.5,52.00000000000031,control
C8_t1_2025_11_11-01_34_53.h5,47.5,53.9999999999992,control
C8_t1_2025_11_11-01_34_53.h5,48.5,49.99999999999929,control
C8_t1_2025_11_11-01_34_53.h5,49.5,59.00000000000034,control
C8_t1_2025_11_11-01_34_53.h5,50.5,32.00000000000003,control
C8_t1_2025_11_11-01_34_53.h5,51.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,52.5,80.99999999999952,control
C8_t1_2025_11_11-01_34_53.h5,53.5,81.00000000000023,control
C8_t1_2025_11_11-01_34_53.h5,54.5,59.00000000000034,control
C8_t1_2025_11_11-01_34_53.h5,55.5,71.00000000000009,control
C8_t1_2025_11_11-01_34_53.h5,56.5,81.00000000000023,control
C8_t1_2025_11_11-01_34_53.h5,57.5,53.000000000000114,control
C8_t1_2025_11_11-01_34_53.h5,58.5,77.00000000000031,control
C8_t1_2025_11_11-01_34_53.h5,59.5,80.99999999999952,control
C8_t1_2025_11_11-01_34_53.h5,60.5,43.99999999999977,control
C8_t1_2025_11_11-01_34_53.h5,61.5,77.00000000000031,control
C8_t1_2025_11_11-01_34_53.h5,62.5,38.000000000000256,control
C8_t1_2025_11_11-01_34_53.h5,63.5,39.00000000000006,control
C8_t1_2025_11_11-01_34_53.h5,64.5,54.00000000000063,control
C8_t1_2025_11_11-01_34_53.h5,65.5,62.000000000000455,control
C8_t1_2025_11_11-01_34_53.h5,66.5,50.0,control
C8_t1_2025_11_11-01_34_53.h5,67.5,70.00000000000028,control
C8_t1_2025_11_11-01_34_53.h5,68.5,87.99999999999955,control
C8_t1_2025_11_11-01_34_53.h5,69.5,34.00000000000034,control
C8_t1_2025_11_11-01_34_53.h5,70.5,84.99999999999943,control
C8_t1_2025_11_11-01_34_53.h5,71.5,56.00000000000023,control
C8_t1_2025_11_11-01_34_53.h5,72.5,59.00000000000034,control
C8_t1_2025_11_11-01_34_53.h5,73.5,34.99999999999943,control
C8_t1_2025_11_11-01_34_53.h5,74.5,93.99999999999976,control
C8_t1_2025_11_11-01_34_53.h5,75.5,100.0,control
C8_t1_2025_11_11-01_34_53.h5,76.5,56.00000000000023,control
C8_t1_2025_11_11-01_34_53.h5,77.5,17.99999999999926,control
C8_t1_2025_11_11-01_34_53.h5,78.5,48.99999999999949,control
