file,time_bin,percent_time_swimming,condition
C3_t1_2025_11_10-19_22_50.h5,121.5,0,control
C3_t1_2025_11_10-19_22_50.h5,122.5,6,control
C3_t1_2025_11_10-19_22_50.h5,123.5,0,control
C3_t1_2025_11_10-19_22_50.h5,124.5,0,control
C3_t1_2025_11_10-19_22_50.h5,125.5,0,control
C3_t1_2025_11_10-19_22_50.h5,126.5,1,control
C3_t1_2025_11_10-19_22_50.h5,127.5,0,control
C3_t1_2025_11_10-19_22_50.h5,128.5,0,control
C3_t1_2025_11_10-19_22_50.h5,129.5,0,control
C3_t1_2025_11_10-19_22_50.h5,130.5,0,control
C3_t1_2025_11_10-19_22_50.h5,131.5,0,control
C3_t1_2025_11_10-19_22_50.h5,132.5,0,control
C3_t1_2025_11_10-19_22_50.h5,133.5,0,control
C3_t1_2025_11_10-19_22_50.h5,134.5,0,control
C3_t1_2025_11_10-19_22_50.h5,135.5,0,control
C3_t1_2025_11_10-19_22_50.h5,136.5,0,control
C3_t1_2025_11_10-19_22_50.h5,137.5,0,control
C3_t1_2025_11_10-19_22_50.h5,138.5,0,control
C3_t1_2025_11_10-19_22_50.h5,139.5,15,control
C3_t1_2025_11_10-19_22_50.h5,140.5,0,control
C3_t1_2025_11_10-19_22_50.h5,141.5,0,control
C3_t1_2025_11_10-19_22_50.h5,142.5,0,control
C3_t1_2025_11_10-19_22_50.h5,143.5,0,control
C3_t1_2025_11_10-19_22_50.h5,144.5,0,control
C3_t1_2025_11_10-19_22_50.h5,145.5,0,control
C3_t1_2025_11_10-19_22_50.h5,146.5,1,control
C3_t1_2025_11_10-19_22_50.h5,147.5,0,control
C3_t1_2025_11_10-19_22_50.h5,148.5,6,control
C3_t1_2025_11_10-19_22_50.h5,149.5,0,control
C3_t1_2025_11_10-19_22_50.h5,150.5,0,control
C3_t1_2025_11_10-19_22_50.h5,151.5,0,control
C3_t1_2025_11_10-19_22_50.h5,152.5,0,control
C3_t1_2025_11_10-19_22_50.h5,153.5,0,control
C3_t1_2025_11_10-19_22_50.h5,154.5,0,control
C3_t1_2025_11_10-19_22_50.h5,155.5,0,control
C3_t1_2025_11_10-19_22_50.h5,156.5,1,control
C3_t1_2025_11_10-19_22_50.h5,157.5,0,control
C3_t1_2025_11_10-19_22_50.h5,158.5,0,control
