Trial,Pre-Stimulus,Post-Stimulus
Trial_1,18.63004783630646,4.175888076786038
Trial_2,20.435346252444504,2.5108802337700125
Trial_3,20.10202272030969,7.301191757177064
Trial_4,29.48701556394291,26.558215728739913
