BoutStart (s),BoutEnd (s),BoutDuration (s),IBI (s),AverageFrequency (Hz),InstantaneousFrequencies,Threshold,Condition,Filename,Group,FishID,SourcePath
4.36,5.2524,0.8926,,25.98394303304576,"[20.449897750511248, 34.96503496503497, 22.675736961451246, 20.876826722338205, 27.17391304347826, 27.17391304347826, 29.239766081871345, 25.31645569620253]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
5.9034,5.9518,0.0484,0.6510000000000007,24.11957140334732,"[10.799136069114471, 27.17391304347826, 27.247956403269754, 13.458950201884251, 15.037593984962406, 33.557046979865774, 30.959752321981423, 34.72222222222222]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
6.0888,6.323,0.2342,0.1369999999999995,14.025245441795231,[14.025245441795231],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
6.7772,6.8646,0.0874,0.4541999999999992,17.847237506195437,"[14.084507042253522, 25.510204081632654, 13.94700139470014]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
7.2954,7.4664,0.171,0.4307999999999996,12.048192771084336,[12.048192771084336],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
13.8404,14.3274,0.487,6.3740000000000006,23.85722793738764,"[21.321961620469086, 29.673590504451038, 20.5761316872428]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
16.387,16.4232,0.0362,2.0596,25.72412734121837,"[21.598272138228943, 22.471910112359552, 28.011204481792713, 31.055900621118013, 10.309278350515463, 32.25806451612903, 34.36426116838488]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
16.5604,17.011,0.4506,0.1372,23.77597483961295,"[14.084507042253522, 34.36426116838488, 28.901734104046245, 25.641025641025642, 27.932960893854748, 27.100271002710027, 26.38522427440633, 9.293680297397769, 32.05128205128205, 12.004801920768308]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
17.2002,17.2422,0.042,0.1891999999999996,24.752475247524757,[24.752475247524753],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
17.5744,17.706,0.1316,0.3322000000000003,24.411669664837703,"[24.449877750611247, 24.630541871921185, 24.154589371980677]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
18.0296,18.0874,0.0578,0.323599999999999,25.38071065989848,[25.38071065989848],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
19.3802,19.4,0.0198,1.2927999999999995,19.68753736713889,"[21.459227467811157, 23.752969121140143, 13.850415512465373]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
19.6878,19.7076,0.0198,0.2878000000000007,28.328611898017,[28.328611898016998],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
20.1298,20.331,0.2012,0.4222000000000001,29.58579881656805,[29.58579881656805],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
21.1326,21.1648,0.0322,0.8016000000000005,22.762708022003952,"[15.313935681470138, 30.211480362537767]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
21.2678,21.2876,0.0198,0.1030000000000015,19.422181071149563,"[23.364485981308412, 15.479876160990711]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
21.5484,21.6512,0.1028,0.2607999999999997,25.681078217682884,"[26.666666666666668, 22.675736961451246, 27.700831024930746]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
22.3088,22.367,0.0582,0.6576000000000022,27.62340921154534,"[30.581039755351682, 25.188916876574307, 27.100271002710027]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
22.6698,22.92,0.2502,0.3027999999999977,28.03003872750569,"[28.57142857142857, 32.154340836012864, 26.954177897574123, 27.247956403269754, 12.626262626262625, 50.0, 28.57142857142857, 27.47252747252747, 22.371364653243848, 24.330900243309003]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
23.3322,23.4334,0.1012,0.4121999999999985,25.083139448690076,"[29.15451895043732, 24.449877750611247, 21.645021645021647]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
24.4414,24.4642,0.0228,1.008000000000003,24.81092049437373,"[25.641025641025642, 23.980815347721823]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
25.4302,25.5752,0.145,0.9659999999999976,22.588149206510188,"[26.666666666666668, 25.706940874035993, 24.813895781637715, 13.812154696132595, 19.455252918287936, 34.36426116838488, 13.297872340425531]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
37.9478,38.097,0.1492,12.372600000000002,21.269627863109896,"[15.64945226917058, 26.109660574412533, 25.06265664160401, 12.391573729863694, 24.752475247524753, 23.31002331002331, 18.726591760299623, 24.154589371980677]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
45.7454,46.4592,0.7138,7.648399999999995,33.67003367003367,[33.67003367003367],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
50.2986,50.426,0.1274,3.8393999999999977,27.937640755220148,"[27.700831024930746, 32.362459546925564, 34.84320557491289, 9.074410163339383, 32.362459546925564, 26.595744680851062, 25.839793281653748, 34.72222222222222]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
64.9072,65.3048,0.3976,14.4812,27.537743470221848,"[14.144271570014144, 25.44529262086514, 30.674846625766875, 26.17801047120419, 12.121212121212121, 36.496350364963504, 32.154340836012864, 38.75968992248062, 25.641025641025642, 30.395136778115504, 26.954177897574123, 27.100271002710027, 33.557046979865774, 25.906735751295336]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
65.4324,65.7354,0.303,0.127600000000001,20.70005203709939,"[13.927576601671309, 27.47252747252747]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
66.0012,66.0228,0.0216,0.2657999999999987,16.233766233766232,[16.233766233766232],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
66.729,66.7484,0.0194,0.7061999999999955,23.956253299364228,"[23.64066193853428, 24.271844660194173]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
67.009,67.1078,0.0988,0.2605999999999966,23.14141696103017,"[29.58579881656805, 13.568521031207599, 33.222591362126245, 25.125628140703515, 14.204545454545453]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
67.5672,67.9126,0.3454,0.4594000000000022,33.789263090314215,"[30.581039755351682, 37.3134328358209, 38.02281368821293, 29.239766081871345]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
68.8728,68.9112,0.0384,0.9602000000000004,23.343278839609997,"[13.88888888888889, 25.641025641025642, 13.736263736263735, 25.641025641025642, 23.58490566037736, 24.330900243309003, 24.93765586034913, 23.419203747072597, 27.100271002710027, 31.152647975077883]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
69.047,69.0716,0.0246,0.1358000000000032,24.18032685969696,"[23.364485981308412, 25.0, 22.075055187637968, 23.86634844868735, 26.595744680851062]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
69.5534,69.5734,0.02,0.4817999999999927,35.05740723042092,"[30.3030303030303, 70.92198581560284, 33.67003367003367, 32.67973856209151, 35.3356890459364, 32.25806451612903, 39.0625, 35.842293906810035, 34.84320557491289, 33.11258278145695, 36.36363636363637, 31.645569620253163, 26.17801047120419, 18.587360594795538]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
82.6482,83.3268,0.6786,13.074799999999996,24.07855485049332,"[27.3224043715847, 25.0, 16.666666666666668, 33.003300330033, 11.82033096926714, 26.315789473684212, 23.752969121140143, 29.41176470588235, 22.075055187637968, 18.726591760299623, 30.769230769230766]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
83.7126,83.8112,0.0986,0.385799999999989,29.384604397247017,"[14.66275659824047, 29.41176470588235, 42.73504273504273, 27.77777777777778, 34.36426116838488, 37.45318352059925, 27.027027027027028, 21.645021645021647]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
84.1102,84.2082,0.098,0.2990000000000066,24.78580171358629,"[26.315789473684212, 23.255813953488374]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
84.4704,84.5746,0.1042,0.2621999999999929,23.98325543042326,"[26.109660574412533, 30.395136778115504, 12.180267965895249, 27.247956403269754]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
84.9272,84.947,0.0198,0.3525999999999953,27.115709920445703,"[31.25, 13.35113484646195, 30.769230769230766, 27.397260273972606, 32.25806451612903, 23.094688221709006, 27.47252747252747, 27.62430939226519, 26.80965147453083, 29.069767441860463, 9.267840593141798, 28.49002849002849, 27.62430939226519, 28.409090909090907, 33.557046979865774, 14.005602240896357, 29.498525073746315, 27.700831024930746, 36.496350364963504, 38.167938931297705]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
107.4348,108.0484,0.6136,22.487799999999996,36.63003663003663,[36.63003663003663],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
108.2886,108.701,0.4124,0.2402000000000015,21.009994697667373,"[27.548209366391184, 14.471780028943561]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
108.967,109.2516,0.2846,0.2660000000000053,25.70680348458126,"[26.455026455026456, 24.691358024691358, 25.974025974025974]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
109.6232,110.198,0.5748,0.3716000000000008,24.480216372887572,"[25.44529262086514, 24.449877750611247, 13.75515818431912, 12.531328320802006, 26.246719160104984, 25.906735751295336, 28.73563218390805, 22.172949002217294, 21.05263157894737, 47.61904761904761, 30.8641975308642, 11.337868480725623, 28.08988764044944, 24.096385542168672, 17.123287671232877, 26.525198938992045, 30.211480362537767]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
110.5804,110.5976,0.0172,0.382400000000004,30.715202009074076,"[33.898305084745765, 12.300123001230013, 34.48275862068965, 24.752475247524753, 28.653295128939828, 27.247956403269754, 23.04147465437788, 27.932960893854748, 52.35602094240838, 59.1715976331361, 24.154589371980677, 26.881720430107528, 29.498525073746315, 25.641025641025642]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
116.128,116.6346,0.5066,5.5304,28.558941057589067,"[24.213075060532685, 32.362459546925564, 27.77777777777778, 40.16064257028113, 30.395136778115504, 28.169014084507044, 32.05128205128205, 27.100271002710027, 28.011204481792713, 13.10615989515072, 30.674846625766875, 23.64066193853428, 20.0, 29.850746268656714, 37.45318352059925, 39.37007874015748, 31.746031746031747, 30.395136778115504, 32.89473684210526, 11.80637544273908]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
116.7946,117.1446,0.35,0.1599999999999966,33.62625538020086,"[30.487804878048777, 36.76470588235294]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
117.4658,117.57,0.1042,0.3212000000000046,37.684128193412896,"[35.3356890459364, 40.816326530612244, 36.90036900369004]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
117.9132,118.0936,0.1804,0.3432000000000101,21.105029205392896,"[29.940119760479043, 12.269938650306749]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
139.3116,140.1332,0.8216,21.218000000000004,30.1728525582912,"[31.545741324921135, 27.855153203342617, 30.211480362537767, 33.003300330033, 28.248587570621467]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
140.733,140.8414,0.1084,0.5998000000000161,24.390243902439025,[24.390243902439025],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
141.133,141.2604,0.1274,0.2916000000000167,27.9684818224372,"[26.525198938992045, 29.41176470588235]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
165.2544,165.9942,0.7398,23.994,24.7134001235004,"[19.880715705765407, 26.315789473684212, 24.875621890547265, 28.57142857142857, 23.923444976076556]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
175.651,176.327,0.676,9.656800000000004,24.025093947549426,"[32.05128205128205, 32.154340836012864, 27.47252747252747, 14.66275659824047, 23.58490566037736, 14.22475106685633]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
176.5428,177.3898,0.847,0.2158000000000015,29.00988017658188,"[28.169014084507044, 29.850746268656714]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
177.6376,177.7646,0.127,0.2477999999999838,24.43578080629552,"[23.255813953488374, 12.106537530266342, 13.123359580052492, 24.57002457002457, 26.246719160104984, 24.390243902439025, 24.93765586034913, 23.255813953488374, 25.906735751295336, 33.44481605351171, 28.328611898016998, 21.459227467811157, 31.055900621118013, 25.0, 24.752475247524753, 21.978021978021978, 28.248587570621467, 25.25252525252525, 24.154589371980677, 27.247956403269754]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
178.022,178.1612,0.1392,0.2573999999999898,29.639980558255797,"[26.38522427440633, 32.89473684210526]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
178.4622,178.554,0.0918,0.3009999999999877,29.476208894536143,"[30.8641975308642, 29.940119760479043, 27.62430939226519]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
178.8606,179.1462,0.2856,0.3066000000000031,20.236541971621207,"[14.245014245014245, 35.3356890459364, 25.25252525252525, 12.562814070351758, 26.7379679144385, 27.700831024930746, 11.737089201877934, 21.645021645021647, 12.422360248447205, 12.706480304955527, 13.422818791946309, 26.80965147453083, 26.041666666666668, 23.752969121140143, 13.175230566534916]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
179.936,179.9906,0.0546,0.7898000000000138,26.23256433303372,"[21.50537634408602, 30.959752321981423]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
180.4942,180.7318,0.2376,0.5036000000000058,25.065350444868365,"[22.93577981651376, 26.455026455026456, 23.696682464454977, 27.17391304347826]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
181.9946,182.2288,0.2342,1.2627999999999986,22.93577981651376,[22.93577981651376],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
182.4636,182.7542,0.2906,0.234800000000007,25.05908408732737,"[23.64066193853428, 22.88329519450801, 28.653295128939828]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
182.9226,183.0112,0.0886,0.1683999999999912,39.0625,[39.0625],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
194.0576,194.0774,0.0198,11.046400000000006,33.78378378378378,[33.78378378378378],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
207.5206,207.5402,0.0196,13.44319999999999,24.400913258021596,"[29.850746268656714, 10.582010582010582, 26.525198938992045, 29.32551319648094, 26.80965147453083, 28.08988764044944, 24.875621890547265, 26.881720430107528, 30.030030030030026, 25.641025641025642, 27.855153203342617, 20.74688796680498, 27.397260273972606, 26.525198938992045, 25.641025641025642, 28.011204481792713, 23.923444976076556, 12.755102040816327, 12.150668286755772]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
260.938,261.6878,0.7498,53.39779999999999,24.814957429512685,"[26.954177897574123, 22.675736961451246]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
261.9496,262.0796,0.13,0.2617999999999938,13.123359580052492,[13.123359580052492],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
281.354,281.5144,0.1604,19.27439999999996,25.391786089222247,"[21.88183807439825, 28.901734104046245]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
281.6442,282.1634,0.5192,0.1297999999999888,26.41747298170312,"[27.247956403269754, 21.186440677966104, 23.31002331002331, 30.581039755351682, 29.761904761904763]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
282.3522,282.4924,0.1402,0.1887999999999579,24.220396280577965,"[30.030030030030026, 26.455026455026456, 29.498525073746315, 25.974025974025974, 29.069767441860463, 23.419203747072597, 22.675736961451246, 12.315270935960593, 12.51564455569462, 26.525198938992045, 20.0, 19.72386587771203, 28.011204481792713, 26.80965147453083, 26.17801047120419, 27.932960893854748, 29.850746268656714, 24.752475247524753, 18.45018450184502]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
282.8242,282.9754,0.1512,0.3318000000000438,27.52911952257615,"[26.80965147453083, 28.248587570621467]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
283.2382,283.4054,0.1672,0.262800000000027,28.73563218390805,[28.73563218390805],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
283.656,283.7974,0.1414,0.2506000000000199,31.95352568576492,"[31.645569620253163, 34.36426116838488, 29.850746268656714]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
284.0734,284.2836,0.2102,0.2760000000000104,32.52109905450854,"[32.362459546925564, 32.67973856209151]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
284.693,285.473,0.78,0.4094000000000051,26.56421979510625,"[26.246719160104984, 26.881720430107528]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
285.8132,285.8272,0.014,0.3401999999999816,23.12651182452268,"[25.510204081632654, 25.31645569620253, 18.552875695732837]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
285.9334,285.9422,0.0088,0.1062000000000011,14.143410602903158,"[18.726591760299623, 9.560229445506693]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
286.2756,286.3744,0.0988,0.3333999999999832,24.79753544688981,"[28.49002849002849, 28.57142857142857, 26.954177897574123, 15.174506828528072]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
286.697,286.8006,0.1036,0.3226000000000226,29.76615225543071,"[30.8641975308642, 27.62430939226519, 25.974025974025974, 34.602076124567475]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
287.1786,287.314,0.1354,0.3780000000000427,33.572470112183424,"[32.78688524590164, 28.08988764044944, 39.8406374501992]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
287.6202,287.6396,0.0194,0.3061999999999898,25.85445309327596,"[27.397260273972606, 24.875621890547265, 28.328611898016998, 29.41176470588235, 26.315789473684212, 28.011204481792713, 13.774104683195592, 26.109660574412533, 25.974025974025974, 27.027027027027028, 27.17391304347826]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
287.8238,288.0422,0.2184,0.1842000000000325,26.055292634464205,"[25.31645569620253, 33.557046979865774, 21.008403361344538, 26.80965147453083, 23.58490566037736]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
305.7102,306.638,0.9278,17.668000000000006,29.3020549937546,"[31.055900621118013, 27.548209366391184]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
306.8424,306.901,0.0586,0.204400000000021,25.260916654359274,"[30.030030030030026, 20.491803278688522]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
307.1992,307.2266,0.0274,0.2982000000000084,21.833899264862893,"[20.53388090349076, 13.280212483399733, 23.31002331002331, 30.211480362537767]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
307.567,307.7404,0.1734,0.3403999999999882,29.130728902418404,"[27.397260273972606, 30.8641975308642]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
307.9814,308.1324,0.151,0.2409999999999854,34.96503496503497,[34.96503496503497],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
309.9652,310.1008,0.1356,1.8327999999999636,28.35567795227437,"[21.83406113537118, 28.57142857142857, 32.154340836012864, 27.47252747252747, 31.746031746031747]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
310.3428,310.521,0.1782,0.2420000000000186,29.03712112889247,"[30.12048192771084, 26.595744680851062, 30.395136778115504]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
310.7702,310.9478,0.1776,0.2491999999999734,27.029937019712005,"[35.2112676056338, 33.003300330033, 18.41620626151013, 34.48275862068965, 29.41176470588235, 14.792899408284025, 28.169014084507044, 21.50537634408602, 24.03846153846154, 30.581039755351682, 32.154340836012864, 34.96503496503497, 15.847860538827257, 25.839793281653748]",0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
311.404,311.5452,0.1412,0.4562000000000239,13.36898395721925,[13.36898395721925],0.09133149,opsin,23n30003.abf,3s_opsin,output_23n30003,C:\Maha\DATA\vnr\analysis\3s_opsin\output_23n30003\bout_parameters.csv
