Time (s),Area Above Baseline (mV·s),Group,Trial_ID
194.8,-13.87706085,Opsin,140524_F1_C1_t3
195,-13.47003723,Opsin,140524_F1_C1_t3
195.2,-12.39158279,Opsin,140524_F1_C1_t3
195.4,-12.08449722,Opsin,140524_F1_C1_t3
195.6,-12.88311981,Opsin,140524_F1_C1_t3
195.8,-13.59466095,Opsin,140524_F1_C1_t3
196,-13.80349136,Opsin,140524_F1_C1_t3
196.2,-13.88417496,Opsin,140524_F1_C1_t3
196.4,-13.70367859,Opsin,140524_F1_C1_t3
196.6,-12.42147629,Opsin,140524_F1_C1_t3
196.8,-12.45816559,Opsin,140524_F1_C1_t3
197,-13.28900528,Opsin,140524_F1_C1_t3
197.2,-13.75139954,Opsin,140524_F1_C1_t3
197.4,-13.8598082,Opsin,140524_F1_C1_t3
197.6,-13.89816467,Opsin,140524_F1_C1_t3
197.8,-13.86734573,Opsin,140524_F1_C1_t3
198,-13.78753632,Opsin,140524_F1_C1_t3
198.2,-13.78255035,Opsin,140524_F1_C1_t3
198.4,-13.21117569,Opsin,140524_F1_C1_t3
198.6,-12.37160217,Opsin,140524_F1_C1_t3
198.8,-12.1508551,Opsin,140524_F1_C1_t3
199,-12.88259933,Opsin,140524_F1_C1_t3
199.2,-13.60108383,Opsin,140524_F1_C1_t3
199.4,-13.81837189,Opsin,140524_F1_C1_t3
199.6,-13.8772113,Opsin,140524_F1_C1_t3
199.8,-13.92175125,Opsin,140524_F1_C1_t3
200,-13.9080162,Opsin,140524_F1_C1_t3
200.2,-13.868629,Opsin,140524_F1_C1_t3
200.4,-13.25297363,Opsin,140524_F1_C1_t3
200.6,-13.15304413,Opsin,140524_F1_C1_t3
200.8,-13.74754639,Opsin,140524_F1_C1_t3
201,-13.89057968,Opsin,140524_F1_C1_t3
201.2,-13.9269664,Opsin,140524_F1_C1_t3
201.4,-13.88614777,Opsin,140524_F1_C1_t3
201.6,-13.30678116,Opsin,140524_F1_C1_t3
201.8,-13.12812775,Opsin,140524_F1_C1_t3
202,-13.70355286,Opsin,140524_F1_C1_t3
202.2,-13.87880219,Opsin,140524_F1_C1_t3
202.4,-13.92671387,Opsin,140524_F1_C1_t3
202.6,-13.93454437,Opsin,140524_F1_C1_t3
202.8,-13.22699036,Opsin,140524_F1_C1_t3
203,-13.02032501,Opsin,140524_F1_C1_t3
203.2,-13.63081833,Opsin,140524_F1_C1_t3
203.4,-13.83149963,Opsin,140524_F1_C1_t3
203.6,-13.84222336,Opsin,140524_F1_C1_t3
203.8,-13.85147141,Opsin,140524_F1_C1_t3
204,-13.02208923,Opsin,140524_F1_C1_t3
204.2,-13.35552185,Opsin,140524_F1_C1_t3
204.4,-13.82680283,Opsin,140524_F1_C1_t3
204.6,-13.90903244,Opsin,140524_F1_C1_t3
204.8,-13.90581268,Opsin,140524_F1_C1_t3
205,-13.91651367,Opsin,140524_F1_C1_t3
205.2,-13.05179306,Opsin,140524_F1_C1_t3
205.4,-13.30874725,Opsin,140524_F1_C1_t3
205.6,-13.78937531,Opsin,140524_F1_C1_t3
205.8,-13.91062836,Opsin,140524_F1_C1_t3
206,-13.92802704,Opsin,140524_F1_C1_t3
206.2,-13.97641739,Opsin,140524_F1_C1_t3
206.4,-13.96609116,Opsin,140524_F1_C1_t3
206.6,-13.9189003,Opsin,140524_F1_C1_t3
206.8,-13.44762192,Opsin,140524_F1_C1_t3
207,-13.13479797,Opsin,140524_F1_C1_t3
207.2,-13.64643082,Opsin,140524_F1_C1_t3
207.4,-13.87945755,Opsin,140524_F1_C1_t3
207.6,-13.91205566,Opsin,140524_F1_C1_t3
207.8,-13.94121704,Opsin,140524_F1_C1_t3
208,-13.96833496,Opsin,140524_F1_C1_t3
208.2,-13.88522507,Opsin,140524_F1_C1_t3
208.4,-13.41527145,Opsin,140524_F1_C1_t3
208.6,-13.10418167,Opsin,140524_F1_C1_t3
208.8,-13.67618134,Opsin,140524_F1_C1_t3
209,-13.8835527,Opsin,140524_F1_C1_t3
209.2,-13.94524979,Opsin,140524_F1_C1_t3
209.4,-13.93522446,Opsin,140524_F1_C1_t3
209.6,-13.83185837,Opsin,140524_F1_C1_t3
0,-12.684552,Opsin,140524_F1_C1_t4
0.2,-12.42294083,Opsin,140524_F1_C1_t4
0.4,-12.47435471,Opsin,140524_F1_C1_t4
0.6,-13.35612473,Opsin,140524_F1_C1_t4
0.8,-13.65189575,Opsin,140524_F1_C1_t4
1,-13.73565323,Opsin,140524_F1_C1_t4
1.2,-13.74572845,Opsin,140524_F1_C1_t4
1.4,-13.77796692,Opsin,140524_F1_C1_t4
1.6,-13.11653824,Opsin,140524_F1_C1_t4
1.8,-12.84275879,Opsin,140524_F1_C1_t4
2,-13.42014343,Opsin,140524_F1_C1_t4
2.2,-13.69088959,Opsin,140524_F1_C1_t4
2.4,-13.79698029,Opsin,140524_F1_C1_t4
2.6,-13.77618759,Opsin,140524_F1_C1_t4
2.8,-13.80923813,Opsin,140524_F1_C1_t4
3,-13.78609863,Opsin,140524_F1_C1_t4
3.2,-13.06057938,Opsin,140524_F1_C1_t4
3.4,-12.94471176,Opsin,140524_F1_C1_t4
3.6,-13.46982391,Opsin,140524_F1_C1_t4
3.8,-13.72305054,Opsin,140524_F1_C1_t4
4,-13.80751282,Opsin,140524_F1_C1_t4
4.2,-13.81514633,Opsin,140524_F1_C1_t4
4.4,-13.53708298,Opsin,140524_F1_C1_t4
4.6,-12.93700745,Opsin,140524_F1_C1_t4
4.8,-13.36568924,Opsin,140524_F1_C1_t4
5,-13.76195419,Opsin,140524_F1_C1_t4
5.2,-13.83571869,Opsin,140524_F1_C1_t4
5.4,-13.81058441,Opsin,140524_F1_C1_t4
5.6,-13.73599564,Opsin,140524_F1_C1_t4
5.8,-13.62656891,Opsin,140524_F1_C1_t4
6,-13.45438858,Opsin,140524_F1_C1_t4
6.2,-13.67300018,Opsin,140524_F1_C1_t4
6.4,-13.70253586,Opsin,140524_F1_C1_t4
6.6,-13.73358322,Opsin,140524_F1_C1_t4
6.8,-13.79206268,Opsin,140524_F1_C1_t4
7,-13.74956955,Opsin,140524_F1_C1_t4
7.2,-13.73980392,Opsin,140524_F1_C1_t4
7.4,-13.79610733,Opsin,140524_F1_C1_t4
7.6,-13.84851929,Opsin,140524_F1_C1_t4
7.8,-13.86501114,Opsin,140524_F1_C1_t4
8,-13.82644211,Opsin,140524_F1_C1_t4
8.2,-13.66896622,Opsin,140524_F1_C1_t4
8.4,-13.14832886,Opsin,140524_F1_C1_t4
8.6,-12.98404419,Opsin,140524_F1_C1_t4
8.8,-13.49752869,Opsin,140524_F1_C1_t4
9,-13.73998077,Opsin,140524_F1_C1_t4
9.2,-13.7687587,Opsin,140524_F1_C1_t4
9.4,-13.81403656,Opsin,140524_F1_C1_t4
9.6,-13.82213257,Opsin,140524_F1_C1_t4
9.8,-13.78948227,Opsin,140524_F1_C1_t4
10,-13.12087524,Opsin,140524_F1_C1_t4
10.2,-13.26800278,Opsin,140524_F1_C1_t4
10.4,-13.70289764,Opsin,140524_F1_C1_t4
10.6,-13.83077469,Opsin,140524_F1_C1_t4
10.8,-13.62352798,Opsin,140524_F1_C1_t4
11,-12.8163356,Opsin,140524_F1_C1_t4
11.2,-13.05714539,Opsin,140524_F1_C1_t4
11.4,-13.6692688,Opsin,140524_F1_C1_t4
11.6,-13.82562927,Opsin,140524_F1_C1_t4
11.8,-13.85584808,Opsin,140524_F1_C1_t4
12,-13.75875946,Opsin,140524_F1_C1_t4
12.2,-13.85223297,Opsin,140524_F1_C1_t4
12.4,-13.89074905,Opsin,140524_F1_C1_t4
12.6,-13.27443909,Opsin,140524_F1_C1_t4
12.8,-13.01559799,Opsin,140524_F1_C1_t4
13,-13.61707443,Opsin,140524_F1_C1_t4
13.2,-13.81020096,Opsin,140524_F1_C1_t4
13.4,-13.87465088,Opsin,140524_F1_C1_t4
13.6,-13.8207486,Opsin,140524_F1_C1_t4
13.8,-13.88113068,Opsin,140524_F1_C1_t4
14,-13.13595001,Opsin,140524_F1_C1_t4
14.2,-12.77459152,Opsin,140524_F1_C1_t4
14.4,-13.03463776,Opsin,140524_F1_C1_t4
14.6,-13.70076508,Opsin,140524_F1_C1_t4
14.8,-13.79823151,Opsin,140524_F1_C1_t4
15,-13.85712494,Opsin,140524_F1_C1_t4
15.2,-13.85458359,Opsin,140524_F1_C1_t4
15.4,-13.46420151,Opsin,140524_F1_C1_t4
15.6,-12.87180939,Opsin,140524_F1_C1_t4
15.8,-13.41960251,Opsin,140524_F1_C1_t4
16,-13.78618469,Opsin,140524_F1_C1_t4
16.2,-13.78381531,Opsin,140524_F1_C1_t4
16.4,-13.81144608,Opsin,140524_F1_C1_t4
16.6,-13.85226501,Opsin,140524_F1_C1_t4
16.8,-13.84444321,Opsin,140524_F1_C1_t4
17,-13.64535568,Opsin,140524_F1_C1_t4
17.2,-12.83042191,Opsin,140524_F1_C1_t4
17.4,-13.07216415,Opsin,140524_F1_C1_t4
17.6,-13.64494263,Opsin,140524_F1_C1_t4
17.8,-13.77354767,Opsin,140524_F1_C1_t4
18,-13.82799194,Opsin,140524_F1_C1_t4
18.2,-13.86890381,Opsin,140524_F1_C1_t4
18.4,-13.16871201,Opsin,140524_F1_C1_t4
18.6,-13.05258453,Opsin,140524_F1_C1_t4
18.8,-13.60147003,Opsin,140524_F1_C1_t4
19,-13.79279266,Opsin,140524_F1_C1_t4
19.2,-13.83481079,Opsin,140524_F1_C1_t4
19.4,-13.71269608,Opsin,140524_F1_C1_t4
19.6,-13.07881699,Opsin,140524_F1_C1_t4
19.8,-12.85157608,Opsin,140524_F1_C1_t4
20,-13.42726074,Opsin,140524_F1_C1_t4
20.2,-13.79623199,Opsin,140524_F1_C1_t4
20.4,-13.77107452,Opsin,140524_F1_C1_t4
20.6,-13.7178508,Opsin,140524_F1_C1_t4
20.8,-13.81611053,Opsin,140524_F1_C1_t4
21,-13.75027161,Opsin,140524_F1_C1_t4
21.2,-13.40290955,Opsin,140524_F1_C1_t4
21.4,-12.86732437,Opsin,140524_F1_C1_t4
21.6,-13.39177582,Opsin,140524_F1_C1_t4
21.8,-13.78743408,Opsin,140524_F1_C1_t4
22,-13.81465805,Opsin,140524_F1_C1_t4
22.2,-13.89073242,Opsin,140524_F1_C1_t4
22.4,-13.57831238,Opsin,140524_F1_C1_t4
22.6,-12.94874649,Opsin,140524_F1_C1_t4
22.8,-13.45585434,Opsin,140524_F1_C1_t4
23,-13.81091278,Opsin,140524_F1_C1_t4
23.2,-13.84514313,Opsin,140524_F1_C1_t4
23.4,-13.8877887,Opsin,140524_F1_C1_t4
23.6,-13.89546432,Opsin,140524_F1_C1_t4
23.8,-13.10765411,Opsin,140524_F1_C1_t4
24,-13.33492676,Opsin,140524_F1_C1_t4
24.2,-13.78290985,Opsin,140524_F1_C1_t4
24.4,-13.85666107,Opsin,140524_F1_C1_t4
24.6,-13.90129211,Opsin,140524_F1_C1_t4
24.8,-13.81020432,Opsin,140524_F1_C1_t4
25,-13.10543228,Opsin,140524_F1_C1_t4
25.2,-13.25122437,Opsin,140524_F1_C1_t4
25.4,-13.74312103,Opsin,140524_F1_C1_t4
25.6,-13.8594899,Opsin,140524_F1_C1_t4
25.8,-13.88949463,Opsin,140524_F1_C1_t4
26,-13.88344864,Opsin,140524_F1_C1_t4
26.2,-13.80627991,Opsin,140524_F1_C1_t4
26.4,-12.99573334,Opsin,140524_F1_C1_t4
26.6,-12.67308838,Opsin,140524_F1_C1_t4
26.8,-13.19028152,Opsin,140524_F1_C1_t4
27,-13.71508621,Opsin,140524_F1_C1_t4
27.2,-13.85048874,Opsin,140524_F1_C1_t4
27.4,-13.84806625,Opsin,140524_F1_C1_t4
27.6,-13.90608887,Opsin,140524_F1_C1_t4
27.8,-13.8629071,Opsin,140524_F1_C1_t4
28,-13.27319534,Opsin,140524_F1_C1_t4
28.2,-13.15737732,Opsin,140524_F1_C1_t4
28.4,-13.66540634,Opsin,140524_F1_C1_t4
28.6,-13.87139236,Opsin,140524_F1_C1_t4
28.8,-13.90358627,Opsin,140524_F1_C1_t4
29,-13.8892157,Opsin,140524_F1_C1_t4
29.2,-13.42699356,Opsin,140524_F1_C1_t4
29.4,-12.90878937,Opsin,140524_F1_C1_t4
29.6,-13.31050034,Opsin,140524_F1_C1_t4
29.8,-13.75914734,Opsin,140524_F1_C1_t4
30,-13.81853546,Opsin,140524_F1_C1_t4
30.2,-13.87793182,Opsin,140524_F1_C1_t4
30.4,-13.8392366,Opsin,140524_F1_C1_t4
30.6,-13.78378708,Opsin,140524_F1_C1_t4
30.8,-13.8535495,Opsin,140524_F1_C1_t4
31,-13.72490845,Opsin,140524_F1_C1_t4
31.2,-13.78123978,Opsin,140524_F1_C1_t4
31.4,-12.97298477,Opsin,140524_F1_C1_t4
31.6,-12.40925766,Opsin,140524_F1_C1_t4
31.8,-11.91633163,Opsin,140524_F1_C1_t4
32,-13.03631287,Opsin,140524_F1_C1_t4
32.2,-13.58699677,Opsin,140524_F1_C1_t4
32.4,-13.7877829,Opsin,140524_F1_C1_t4
32.6,-13.80091003,Opsin,140524_F1_C1_t4
32.8,-13.77620087,Opsin,140524_F1_C1_t4
33,-13.7368985,Opsin,140524_F1_C1_t4
33.2,-13.81143295,Opsin,140524_F1_C1_t4
33.4,-13.7457251,Opsin,140524_F1_C1_t4
33.6,-13.07584137,Opsin,140524_F1_C1_t4
33.8,-13.24175461,Opsin,140524_F1_C1_t4
34,-13.77490829,Opsin,140524_F1_C1_t4
34.2,-13.87466293,Opsin,140524_F1_C1_t4
34.4,-13.91116455,Opsin,140524_F1_C1_t4
34.6,-13.90377197,Opsin,140524_F1_C1_t4
34.8,-13.86253632,Opsin,140524_F1_C1_t4
35,-13.73413254,Opsin,140524_F1_C1_t4
35.2,-13.72705963,Opsin,140524_F1_C1_t4
35.4,-13.85140869,Opsin,140524_F1_C1_t4
35.6,-13.83717041,Opsin,140524_F1_C1_t4
35.8,-13.8163414,Opsin,140524_F1_C1_t4
36,-13.90673477,Opsin,140524_F1_C1_t4
36.2,-13.85999298,Opsin,140524_F1_C1_t4
36.4,-13.91106842,Opsin,140524_F1_C1_t4
36.6,-13.88982803,Opsin,140524_F1_C1_t4
36.8,-13.85703796,Opsin,140524_F1_C1_t4
37,-13.88476929,Opsin,140524_F1_C1_t4
37.2,-13.89738235,Opsin,140524_F1_C1_t4
37.4,-13.94557617,Opsin,140524_F1_C1_t4
37.6,-13.94999344,Opsin,140524_F1_C1_t4
37.8,-13.95868484,Opsin,140524_F1_C1_t4
38,-13.87376114,Opsin,140524_F1_C1_t4
38.2,-13.86632217,Opsin,140524_F1_C1_t4
38.4,-13.89152649,Opsin,140524_F1_C1_t4
38.6,-13.9088588,Opsin,140524_F1_C1_t4
38.8,-13.8243187,Opsin,140524_F1_C1_t4
39,-13.80959702,Opsin,140524_F1_C1_t4
39.2,-13.86476715,Opsin,140524_F1_C1_t4
39.4,-13.90218323,Opsin,140524_F1_C1_t4
39.6,-13.81791641,Opsin,140524_F1_C1_t4
39.8,-13.93720367,Opsin,140524_F1_C1_t4
40,-13.97037445,Opsin,140524_F1_C1_t4
40.2,-14.02748993,Opsin,140524_F1_C1_t4
40.4,-13.9991832,Opsin,140524_F1_C1_t4
40.6,-13.97558716,Opsin,140524_F1_C1_t4
40.8,-13.83926804,Opsin,140524_F1_C1_t4
41,-13.8899057,Opsin,140524_F1_C1_t4
41.2,-13.97546448,Opsin,140524_F1_C1_t4
41.4,-13.99107178,Opsin,140524_F1_C1_t4
41.6,-14.00273514,Opsin,140524_F1_C1_t4
41.8,-13.99787292,Opsin,140524_F1_C1_t4
42,-13.80931198,Opsin,140524_F1_C1_t4
42.2,-13.87669266,Opsin,140524_F1_C1_t4
42.4,-13.84691559,Opsin,140524_F1_C1_t4
42.6,-13.7548793,Opsin,140524_F1_C1_t4
42.8,-13.03667618,Opsin,140524_F1_C1_t4
43,-12.18320969,Opsin,140524_F1_C1_t4
43.2,-12.42025375,Opsin,140524_F1_C1_t4
43.4,-13.20753845,Opsin,140524_F1_C1_t4
43.6,-13.64196136,Opsin,140524_F1_C1_t4
43.8,-13.78408676,Opsin,140524_F1_C1_t4
44,-13.8491861,Opsin,140524_F1_C1_t4
44.2,-13.28813171,Opsin,140524_F1_C1_t4
44.4,-12.68595383,Opsin,140524_F1_C1_t4
44.6,-12.58329208,Opsin,140524_F1_C1_t4
44.8,-13.28838562,Opsin,140524_F1_C1_t4
45,-13.70221405,Opsin,140524_F1_C1_t4
45.2,-13.77563354,Opsin,140524_F1_C1_t4
45.4,-13.78980637,Opsin,140524_F1_C1_t4
45.6,-13.65019119,Opsin,140524_F1_C1_t4
45.8,-13.72702988,Opsin,140524_F1_C1_t4
46,-13.81627945,Opsin,140524_F1_C1_t4
46.2,-13.86549362,Opsin,140524_F1_C1_t4
46.4,-13.85357147,Opsin,140524_F1_C1_t4
46.6,-13.03296524,Opsin,140524_F1_C1_t4
46.8,-12.70459885,Opsin,140524_F1_C1_t4
47,-13.29719543,Opsin,140524_F1_C1_t4
47.2,-13.73887299,Opsin,140524_F1_C1_t4
47.4,-13.80305252,Opsin,140524_F1_C1_t4
47.6,-13.75427933,Opsin,140524_F1_C1_t4
47.8,-13.72633423,Opsin,140524_F1_C1_t4
48,-13.80503174,Opsin,140524_F1_C1_t4
48.2,-13.61681625,Opsin,140524_F1_C1_t4
48.4,-12.52729431,Opsin,140524_F1_C1_t4
48.6,-12.48647018,Opsin,140524_F1_C1_t4
48.8,-13.18318512,Opsin,140524_F1_C1_t4
49,-13.67836395,Opsin,140524_F1_C1_t4
49.2,-13.7542157,Opsin,140524_F1_C1_t4
49.4,-13.73463577,Opsin,140524_F1_C1_t4
49.6,-13.7890329,Opsin,140524_F1_C1_t4
49.8,-13.77562759,Opsin,140524_F1_C1_t4
50,-13.1980835,Opsin,140524_F1_C1_t4
50.2,-13.03824585,Opsin,140524_F1_C1_t4
50.4,-13.47220474,Opsin,140524_F1_C1_t4
50.6,-13.78741028,Opsin,140524_F1_C1_t4
50.8,-13.81140366,Opsin,140524_F1_C1_t4
51,-13.84915863,Opsin,140524_F1_C1_t4
51.2,-13.33878571,Opsin,140524_F1_C1_t4
51.4,-12.92992508,Opsin,140524_F1_C1_t4
51.6,-13.46288361,Opsin,140524_F1_C1_t4
51.8,-13.74538925,Opsin,140524_F1_C1_t4
52,-13.80250244,Opsin,140524_F1_C1_t4
52.2,-13.83152359,Opsin,140524_F1_C1_t4
52.4,-13.78346237,Opsin,140524_F1_C1_t4
52.6,-13.71063385,Opsin,140524_F1_C1_t4
52.8,-13.70362061,Opsin,140524_F1_C1_t4
53,-13.68794327,Opsin,140524_F1_C1_t4
53.2,-13.75265533,Opsin,140524_F1_C1_t4
53.4,-13.78693237,Opsin,140524_F1_C1_t4
53.6,-13.79143707,Opsin,140524_F1_C1_t4
53.8,-12.725495,Opsin,140524_F1_C1_t4
54,-12.30766846,Opsin,140524_F1_C1_t4
54.2,-12.40495636,Opsin,140524_F1_C1_t4
54.4,-13.28668961,Opsin,140524_F1_C1_t4
54.6,-13.67991043,Opsin,140524_F1_C1_t4
54.8,-13.78804092,Opsin,140524_F1_C1_t4
55,-13.83522202,Opsin,140524_F1_C1_t4
55.2,-13.83905762,Opsin,140524_F1_C1_t4
55.4,-13.78565247,Opsin,140524_F1_C1_t4
55.6,-13.70724533,Opsin,140524_F1_C1_t4
55.8,-12.98374924,Opsin,140524_F1_C1_t4
56,-13.28599518,Opsin,140524_F1_C1_t4
56.2,-13.77432846,Opsin,140524_F1_C1_t4
56.4,-13.86272476,Opsin,140524_F1_C1_t4
56.6,-13.89326904,Opsin,140524_F1_C1_t4
56.8,-13.82957504,Opsin,140524_F1_C1_t4
57,-13.74330399,Opsin,140524_F1_C1_t4
57.2,-13.72891739,Opsin,140524_F1_C1_t4
57.4,-13.82224838,Opsin,140524_F1_C1_t4
57.6,-13.77919312,Opsin,140524_F1_C1_t4
57.8,-13.7875856,Opsin,140524_F1_C1_t4
58,-13.88581848,Opsin,140524_F1_C1_t4
58.2,-13.9027504,Opsin,140524_F1_C1_t4
58.4,-13.80763596,Opsin,140524_F1_C1_t4
58.6,-13.87672577,Opsin,140524_F1_C1_t4
58.8,-13.92172073,Opsin,140524_F1_C1_t4
59,-13.94714783,Opsin,140524_F1_C1_t4
59.2,-13.96618454,Opsin,140524_F1_C1_t4
59.4,-13.96637131,Opsin,140524_F1_C1_t4
59.6,-13.99532333,Opsin,140524_F1_C1_t4
59.8,-13.98365982,Opsin,140524_F1_C1_t4
60,-13.98093781,Opsin,140524_F1_C1_t4
60.2,-13.92075714,Opsin,140524_F1_C1_t4
60.4,-13.86237671,Opsin,140524_F1_C1_t4
60.6,-13.91703369,Opsin,140524_F1_C1_t4
60.8,-13.95066528,Opsin,140524_F1_C1_t4
61,-13.98780014,Opsin,140524_F1_C1_t4
61.2,-13.96479172,Opsin,140524_F1_C1_t4
61.4,-13.79547974,Opsin,140524_F1_C1_t4
61.6,-13.88737137,Opsin,140524_F1_C1_t4
61.8,-13.9648468,Opsin,140524_F1_C1_t4
62,-13.99029495,Opsin,140524_F1_C1_t4
62.2,-13.99680344,Opsin,140524_F1_C1_t4
62.4,-13.94536545,Opsin,140524_F1_C1_t4
62.6,-13.86867355,Opsin,140524_F1_C1_t4
62.8,-13.94755432,Opsin,140524_F1_C1_t4
63,-14.00910965,Opsin,140524_F1_C1_t4
63.2,-14.02396439,Opsin,140524_F1_C1_t4
63.4,-13.97824966,Opsin,140524_F1_C1_t4
63.6,-14.00171036,Opsin,140524_F1_C1_t4
63.8,-13.97936401,Opsin,140524_F1_C1_t4
64,-13.99085037,Opsin,140524_F1_C1_t4
64.2,-14.00917023,Opsin,140524_F1_C1_t4
64.4,-14.04182343,Opsin,140524_F1_C1_t4
64.6,-14.02323105,Opsin,140524_F1_C1_t4
64.8,-14.03531738,Opsin,140524_F1_C1_t4
65,-13.99378448,Opsin,140524_F1_C1_t4
65.2,-13.92852036,Opsin,140524_F1_C1_t4
65.4,-13.90108536,Opsin,140524_F1_C1_t4
65.6,-13.93080612,Opsin,140524_F1_C1_t4
65.8,-13.85570465,Opsin,140524_F1_C1_t4
66,-13.94705856,Opsin,140524_F1_C1_t4
66.2,-13.91024139,Opsin,140524_F1_C1_t4
66.4,-13.90865036,Opsin,140524_F1_C1_t4
66.6,-13.78626907,Opsin,140524_F1_C1_t4
66.8,-12.73990479,Opsin,140524_F1_C1_t4
67,-12.65122238,Opsin,140524_F1_C1_t4
67.2,-12.356427,Opsin,140524_F1_C1_t4
67.4,-12.02315308,Opsin,140524_F1_C1_t4
67.6,-13.03522278,Opsin,140524_F1_C1_t4
67.8,-13.55681488,Opsin,140524_F1_C1_t4
68,-13.73234375,Opsin,140524_F1_C1_t4
68.2,-13.74635696,Opsin,140524_F1_C1_t4
68.4,-13.77392456,Opsin,140524_F1_C1_t4
68.6,-13.71586288,Opsin,140524_F1_C1_t4
68.8,-12.56697067,Opsin,140524_F1_C1_t4
69,-12.20185471,Opsin,140524_F1_C1_t4
69.2,-12.98336426,Opsin,140524_F1_C1_t4
69.4,-13.60672882,Opsin,140524_F1_C1_t4
69.6,-13.70861923,Opsin,140524_F1_C1_t4
69.8,-13.68971222,Opsin,140524_F1_C1_t4
70,-13.7431868,Opsin,140524_F1_C1_t4
70.2,-13.74918915,Opsin,140524_F1_C1_t4
70.4,-13.25690567,Opsin,140524_F1_C1_t4
70.6,-12.76432877,Opsin,140524_F1_C1_t4
70.8,-13.06569397,Opsin,140524_F1_C1_t4
71,-13.6430835,Opsin,140524_F1_C1_t4
71.2,-13.76090698,Opsin,140524_F1_C1_t4
71.4,-13.77068802,Opsin,140524_F1_C1_t4
71.6,-13.78875153,Opsin,140524_F1_C1_t4
71.8,-13.81003113,Opsin,140524_F1_C1_t4
72,-13.73834167,Opsin,140524_F1_C1_t4
72.2,-13.64833557,Opsin,140524_F1_C1_t4
72.4,-13.76806122,Opsin,140524_F1_C1_t4
72.6,-13.81965973,Opsin,140524_F1_C1_t4
72.8,-13.79705933,Opsin,140524_F1_C1_t4
73,-12.87762299,Opsin,140524_F1_C1_t4
73.2,-13.02980942,Opsin,140524_F1_C1_t4
73.4,-13.62873871,Opsin,140524_F1_C1_t4
73.6,-13.76751236,Opsin,140524_F1_C1_t4
73.8,-13.77826736,Opsin,140524_F1_C1_t4
74,-13.81273712,Opsin,140524_F1_C1_t4
74.2,-13.83067245,Opsin,140524_F1_C1_t4
74.4,-13.80348633,Opsin,140524_F1_C1_t4
74.6,-13.17988007,Opsin,140524_F1_C1_t4
74.8,-12.72027451,Opsin,140524_F1_C1_t4
75,-12.85622009,Opsin,140524_F1_C1_t4
75.2,-13.49157532,Opsin,140524_F1_C1_t4
75.4,-13.70032852,Opsin,140524_F1_C1_t4
75.6,-13.70755692,Opsin,140524_F1_C1_t4
75.8,-13.80731461,Opsin,140524_F1_C1_t4
76,-13.83092438,Opsin,140524_F1_C1_t4
76.2,-13.81371399,Opsin,140524_F1_C1_t4
76.4,-13.84007965,Opsin,140524_F1_C1_t4
76.6,-13.36256882,Opsin,140524_F1_C1_t4
76.8,-12.49053131,Opsin,140524_F1_C1_t4
77,-12.54148575,Opsin,140524_F1_C1_t4
77.2,-12.85415924,Opsin,140524_F1_C1_t4
77.4,-13.5344696,Opsin,140524_F1_C1_t4
77.6,-13.73723633,Opsin,140524_F1_C1_t4
77.8,-13.7791481,Opsin,140524_F1_C1_t4
78,-13.78494461,Opsin,140524_F1_C1_t4
78.2,-13.77133514,Opsin,140524_F1_C1_t4
78.4,-13.57989288,Opsin,140524_F1_C1_t4
78.6,-13.68986633,Opsin,140524_F1_C1_t4
78.8,-13.7945488,Opsin,140524_F1_C1_t4
79,-13.82910675,Opsin,140524_F1_C1_t4
79.2,-13.82459732,Opsin,140524_F1_C1_t4
79.4,-13.77250519,Opsin,140524_F1_C1_t4
79.6,-13.03488754,Opsin,140524_F1_C1_t4
79.8,-12.73928024,Opsin,140524_F1_C1_t4
80,-13.28710648,Opsin,140524_F1_C1_t4
80.2,-13.70469818,Opsin,140524_F1_C1_t4
80.4,-13.73966858,Opsin,140524_F1_C1_t4
80.6,-13.80654312,Opsin,140524_F1_C1_t4
80.8,-13.84063644,Opsin,140524_F1_C1_t4
81,-13.8050058,Opsin,140524_F1_C1_t4
81.2,-13.83719284,Opsin,140524_F1_C1_t4
81.4,-13.83525787,Opsin,140524_F1_C1_t4
81.6,-13.87299423,Opsin,140524_F1_C1_t4
81.8,-13.84094315,Opsin,140524_F1_C1_t4
82,-13.87267532,Opsin,140524_F1_C1_t4
82.2,-13.91255585,Opsin,140524_F1_C1_t4
82.4,-13.92487015,Opsin,140524_F1_C1_t4
82.6,-13.95610809,Opsin,140524_F1_C1_t4
82.8,-13.95078247,Opsin,140524_F1_C1_t4
83,-13.94534164,Opsin,140524_F1_C1_t4
83.2,-13.94864548,Opsin,140524_F1_C1_t4
83.4,-13.96672791,Opsin,140524_F1_C1_t4
83.6,-13.95143753,Opsin,140524_F1_C1_t4
83.8,-13.97248978,Opsin,140524_F1_C1_t4
84,-13.93885559,Opsin,140524_F1_C1_t4
84.2,-13.87207886,Opsin,140524_F1_C1_t4
84.4,-13.9173941,Opsin,140524_F1_C1_t4
84.6,-13.94577972,Opsin,140524_F1_C1_t4
84.8,-13.93700089,Opsin,140524_F1_C1_t4
85,-13.94472687,Opsin,140524_F1_C1_t4
85.2,-13.94161774,Opsin,140524_F1_C1_t4
85.4,-13.95379852,Opsin,140524_F1_C1_t4
85.6,-13.96585815,Opsin,140524_F1_C1_t4
85.8,-13.88943802,Opsin,140524_F1_C1_t4
86,-13.818302,Opsin,140524_F1_C1_t4
