Time (s),Area Above Baseline (mV·s),Group,Trial_ID
139.8,-12.55952835,Opsin,150424_F1_C1_t1
140,-13.79823395,Opsin,150424_F1_C1_t1
140.2,-14.20675125,Opsin,150424_F1_C1_t1
140.4,-14.26309448,Opsin,150424_F1_C1_t1
140.6,-12.30722031,Opsin,150424_F1_C1_t1
140.8,-13.51036469,Opsin,150424_F1_C1_t1
141,-14.19517654,Opsin,150424_F1_C1_t1
141.2,-13.12514725,Opsin,150424_F1_C1_t1
141.4,-13.15013351,Opsin,150424_F1_C1_t1
141.6,-14.05795044,Opsin,150424_F1_C1_t1
141.8,-14.28579254,Opsin,150424_F1_C1_t1
142,-14.39016281,Opsin,150424_F1_C1_t1
142.2,-12.3269104,Opsin,150424_F1_C1_t1
142.4,-13.5692334,Opsin,150424_F1_C1_t1
142.6,-14.10477081,Opsin,150424_F1_C1_t1
142.8,-12.78734375,Opsin,150424_F1_C1_t1
143,-12.89171753,Opsin,150424_F1_C1_t1
143.2,-13.88858643,Opsin,150424_F1_C1_t1
143.4,-14.0545134,Opsin,150424_F1_C1_t1
143.6,-11.99166504,Opsin,150424_F1_C1_t1
143.8,-13.38803223,Opsin,150424_F1_C1_t1
144,-14.01905991,Opsin,150424_F1_C1_t1
144.2,-12.91708939,Opsin,150424_F1_C1_t1
144.4,-12.97114395,Opsin,150424_F1_C1_t1
144.6,-13.91143356,Opsin,150424_F1_C1_t1
144.8,-13.65812271,Opsin,150424_F1_C1_t1
145,-11.62014847,Opsin,150424_F1_C1_t1
145.2,-13.29723389,Opsin,150424_F1_C1_t1
145.4,-13.85578888,Opsin,150424_F1_C1_t1
145.6,-13.41084747,Opsin,150424_F1_C1_t1
145.8,-13.95860413,Opsin,150424_F1_C1_t1
146,-14.32450241,Opsin,150424_F1_C1_t1
146.2,-14.36664444,Opsin,150424_F1_C1_t1
146.4,-14.43007706,Opsin,150424_F1_C1_t1
146.6,-14.49287277,Opsin,150424_F1_C1_t1
146.8,-14.51727005,Opsin,150424_F1_C1_t1
147,-14.55813171,Opsin,150424_F1_C1_t1
147.2,-14.58770828,Opsin,150424_F1_C1_t1
147.4,-14.62011429,Opsin,150424_F1_C1_t1
147.6,-14.659879,Opsin,150424_F1_C1_t1
147.8,-14.63184998,Opsin,150424_F1_C1_t1
148,-14.67065094,Opsin,150424_F1_C1_t1
148.2,-14.63500381,Opsin,150424_F1_C1_t1
148.4,-14.66310196,Opsin,150424_F1_C1_t1
148.6,-14.6415181,Opsin,150424_F1_C1_t1
148.8,-14.67453491,Opsin,150424_F1_C1_t1
149,-14.68879837,Opsin,150424_F1_C1_t1
149.2,-14.68569824,Opsin,150424_F1_C1_t1
149.4,-14.69670929,Opsin,150424_F1_C1_t1
149.6,-14.68864212,Opsin,150424_F1_C1_t1
149.8,-14.72119766,Opsin,150424_F1_C1_t1
150,-14.70471451,Opsin,150424_F1_C1_t1
150.2,-14.76460144,Opsin,150424_F1_C1_t1
150.4,-14.70872406,Opsin,150424_F1_C1_t1
150.6,-14.70996338,Opsin,150424_F1_C1_t1
150.8,-14.73692734,Opsin,150424_F1_C1_t1
151,-14.7349675,Opsin,150424_F1_C1_t1
151.2,-14.73849762,Opsin,150424_F1_C1_t1
151.4,-14.71781174,Opsin,150424_F1_C1_t1
151.6,-14.70993942,Opsin,150424_F1_C1_t1
151.8,-14.72319,Opsin,150424_F1_C1_t1
152,-14.76412735,Opsin,150424_F1_C1_t1
152.2,-14.74821182,Opsin,150424_F1_C1_t1
152.4,-14.72850632,Opsin,150424_F1_C1_t1
152.6,-14.72642441,Opsin,150424_F1_C1_t1
152.8,-14.75864273,Opsin,150424_F1_C1_t1
153,-14.76392242,Opsin,150424_F1_C1_t1
153.2,-14.76752777,Opsin,150424_F1_C1_t1
153.4,-14.77662842,Opsin,150424_F1_C1_t1
153.6,-14.7641391,Opsin,150424_F1_C1_t1
153.8,-14.7554776,Opsin,150424_F1_C1_t1
154,-14.79220825,Opsin,150424_F1_C1_t1
154.2,-14.77250183,Opsin,150424_F1_C1_t1
154.4,-14.80021912,Opsin,150424_F1_C1_t1
154.6,-14.80414062,Opsin,150424_F1_C1_t1
154.8,-14.82324066,Opsin,150424_F1_C1_t1
155,-14.8065065,Opsin,150424_F1_C1_t1
155.2,-14.82389496,Opsin,150424_F1_C1_t1
155.4,-14.78696732,Opsin,150424_F1_C1_t1
155.6,-14.8185022,Opsin,150424_F1_C1_t1
155.8,-14.80371841,Opsin,150424_F1_C1_t1
156,-14.7994487,Opsin,150424_F1_C1_t1
156.2,-14.80572449,Opsin,150424_F1_C1_t1
156.4,-14.80547409,Opsin,150424_F1_C1_t1
156.6,-14.76720718,Opsin,150424_F1_C1_t1
156.8,-14.80419617,Opsin,150424_F1_C1_t1
157,-14.78679031,Opsin,150424_F1_C1_t1
157.2,-14.80837097,Opsin,150424_F1_C1_t1
157.4,-14.7826593,Opsin,150424_F1_C1_t1
157.6,-14.80194717,Opsin,150424_F1_C1_t1
157.8,-14.79998108,Opsin,150424_F1_C1_t1
158,-14.7813002,Opsin,150424_F1_C1_t1
158.2,-14.80047745,Opsin,150424_F1_C1_t1
158.4,-14.78823563,Opsin,150424_F1_C1_t1
158.6,-14.78043915,Opsin,150424_F1_C1_t1
158.8,-14.80246536,Opsin,150424_F1_C1_t1
159,-14.81475281,Opsin,150424_F1_C1_t1
159.2,-14.80153809,Opsin,150424_F1_C1_t1
159.4,-14.81143982,Opsin,150424_F1_C1_t1
159.6,-14.79047592,Opsin,150424_F1_C1_t1
159.8,-14.83542953,Opsin,150424_F1_C1_t1
160,-14.82005524,Opsin,150424_F1_C1_t1
160.2,-14.86120209,Opsin,150424_F1_C1_t1
160.4,-14.8146344,Opsin,150424_F1_C1_t1
160.6,-14.82723679,Opsin,150424_F1_C1_t1
160.8,-14.81703979,Opsin,150424_F1_C1_t1
161,-14.81437363,Opsin,150424_F1_C1_t1
161.2,-14.77954422,Opsin,150424_F1_C1_t1
161.4,-14.82975189,Opsin,150424_F1_C1_t1
161.6,-14.82422531,Opsin,150424_F1_C1_t1
161.8,-14.84387146,Opsin,150424_F1_C1_t1
162,-14.83598068,Opsin,150424_F1_C1_t1
162.2,-14.83054428,Opsin,150424_F1_C1_t1
162.4,-14.84643646,Opsin,150424_F1_C1_t1
162.6,-14.84317352,Opsin,150424_F1_C1_t1
162.8,-14.79379562,Opsin,150424_F1_C1_t1
163,-14.83103333,Opsin,150424_F1_C1_t1
163.2,-14.8512706,Opsin,150424_F1_C1_t1
163.4,-14.82905792,Opsin,150424_F1_C1_t1
163.6,-14.83680756,Opsin,150424_F1_C1_t1
163.8,-14.82894806,Opsin,150424_F1_C1_t1
164,-14.78606689,Opsin,150424_F1_C1_t1
164.2,-14.8623999,Opsin,150424_F1_C1_t1
164.4,-14.88507843,Opsin,150424_F1_C1_t1
164.6,-14.88700226,Opsin,150424_F1_C1_t1
164.8,-14.87231979,Opsin,150424_F1_C1_t1
165,-14.89185501,Opsin,150424_F1_C1_t1
165.2,-14.9077446,Opsin,150424_F1_C1_t1
165.4,-14.90551605,Opsin,150424_F1_C1_t1
165.6,-14.89467148,Opsin,150424_F1_C1_t1
165.8,-14.90218231,Opsin,150424_F1_C1_t1
166,-14.91752808,Opsin,150424_F1_C1_t1
166.2,-14.92987579,Opsin,150424_F1_C1_t1
166.4,-14.92294556,Opsin,150424_F1_C1_t1
166.6,-14.90608749,Opsin,150424_F1_C1_t1
166.8,-14.93436508,Opsin,150424_F1_C1_t1
167,-14.93833344,Opsin,150424_F1_C1_t1
167.2,-14.93876587,Opsin,150424_F1_C1_t1
167.4,-14.96376511,Opsin,150424_F1_C1_t1
167.6,-14.94407898,Opsin,150424_F1_C1_t1
167.8,-14.94539093,Opsin,150424_F1_C1_t1
168,-14.96299698,Opsin,150424_F1_C1_t1
168.2,-14.95057373,Opsin,150424_F1_C1_t1
168.4,-14.93899567,Opsin,150424_F1_C1_t1
168.6,-14.94868561,Opsin,150424_F1_C1_t1
168.8,-14.85766357,Opsin,150424_F1_C1_t1
169,-14.89282822,Opsin,150424_F1_C1_t1
169.2,-14.94595581,Opsin,150424_F1_C1_t1
169.4,-14.95696106,Opsin,150424_F1_C1_t1
169.6,-14.95042648,Opsin,150424_F1_C1_t1
169.8,-14.97033035,Opsin,150424_F1_C1_t1
170,-14.93303528,Opsin,150424_F1_C1_t1
170.2,-14.97902206,Opsin,150424_F1_C1_t1
170.4,-14.97163589,Opsin,150424_F1_C1_t1
170.6,-14.96052643,Opsin,150424_F1_C1_t1
170.8,-14.97488342,Opsin,150424_F1_C1_t1
171,-14.91888718,Opsin,150424_F1_C1_t1
171.2,-14.96107239,Opsin,150424_F1_C1_t1
171.4,-14.98158173,Opsin,150424_F1_C1_t1
171.6,-15.01755463,Opsin,150424_F1_C1_t1
171.8,-15.02142365,Opsin,150424_F1_C1_t1
172,-14.99288589,Opsin,150424_F1_C1_t1
172.2,-15.00528076,Opsin,150424_F1_C1_t1
172.4,-15.01479614,Opsin,150424_F1_C1_t1
172.6,-15.03077118,Opsin,150424_F1_C1_t1
172.8,-15.01347839,Opsin,150424_F1_C1_t1
173,-14.99288589,Opsin,150424_F1_C1_t1
173.2,-14.98702682,Opsin,150424_F1_C1_t1
173.4,-15.0242215,Opsin,150424_F1_C1_t1
173.6,-15.04780396,Opsin,150424_F1_C1_t1
173.8,-15.01827759,Opsin,150424_F1_C1_t1
174,-15.03687149,Opsin,150424_F1_C1_t1
174.2,-15.05758957,Opsin,150424_F1_C1_t1
174.4,-15.01567703,Opsin,150424_F1_C1_t1
174.6,-14.99669449,Opsin,150424_F1_C1_t1
174.8,-15.00781586,Opsin,150424_F1_C1_t1
175,-15.01361938,Opsin,150424_F1_C1_t1
175.2,-15.02643311,Opsin,150424_F1_C1_t1
175.4,-15.0452005,Opsin,150424_F1_C1_t1
175.6,-15.06439148,Opsin,150424_F1_C1_t1
175.8,-15.00949417,Opsin,150424_F1_C1_t1
176,-15.05881882,Opsin,150424_F1_C1_t1
176.2,-15.04439606,Opsin,150424_F1_C1_t1
176.4,-15.07656265,Opsin,150424_F1_C1_t1
176.6,-15.11030807,Opsin,150424_F1_C1_t1
176.8,-15.08956299,Opsin,150424_F1_C1_t1
177,-15.03035217,Opsin,150424_F1_C1_t1
177.2,-14.96436295,Opsin,150424_F1_C1_t1
177.4,-14.95132172,Opsin,150424_F1_C1_t1
177.6,-14.99891205,Opsin,150424_F1_C1_t1
177.8,-15.05007736,Opsin,150424_F1_C1_t1
178,-15.1244249,Opsin,150424_F1_C1_t1
178.2,-15.13898071,Opsin,150424_F1_C1_t1
178.4,-15.15682159,Opsin,150424_F1_C1_t1
178.6,-15.1661264,Opsin,150424_F1_C1_t1
178.8,-15.17455612,Opsin,150424_F1_C1_t1
179,-15.1747496,Opsin,150424_F1_C1_t1
179.2,-15.16511414,Opsin,150424_F1_C1_t1
179.4,-15.20339279,Opsin,150424_F1_C1_t1
179.6,-15.15171875,Opsin,150424_F1_C1_t1
179.8,-15.19286469,Opsin,150424_F1_C1_t1
180,-15.19992996,Opsin,150424_F1_C1_t1
180.2,-15.22753799,Opsin,150424_F1_C1_t1
180.4,-15.16946503,Opsin,150424_F1_C1_t1
180.6,-15.15567413,Opsin,150424_F1_C1_t1
180.8,-15.19175354,Opsin,150424_F1_C1_t1
181,-15.21241531,Opsin,150424_F1_C1_t1
181.2,-15.21034683,Opsin,150424_F1_C1_t1
181.4,-15.18003784,Opsin,150424_F1_C1_t1
181.6,-15.19597061,Opsin,150424_F1_C1_t1
181.8,-15.16950668,Opsin,150424_F1_C1_t1
182,-15.20169586,Opsin,150424_F1_C1_t1
182.2,-15.19503784,Opsin,150424_F1_C1_t1
182.4,-15.23384781,Opsin,150424_F1_C1_t1
182.6,-15.23021957,Opsin,150424_F1_C1_t1
182.8,-15.24272949,Opsin,150424_F1_C1_t1
183,-15.2217807,Opsin,150424_F1_C1_t1
183.2,-15.26359787,Opsin,150424_F1_C1_t1
183.4,-15.26255844,Opsin,150424_F1_C1_t1
183.6,-15.25200317,Opsin,150424_F1_C1_t1
183.8,-15.27669724,Opsin,150424_F1_C1_t1
184,-15.28212555,Opsin,150424_F1_C1_t1
184.2,-15.24249832,Opsin,150424_F1_C1_t1
184.4,-15.27874603,Opsin,150424_F1_C1_t1
184.6,-15.29572464,Opsin,150424_F1_C1_t1
184.8,-15.29601944,Opsin,150424_F1_C1_t1
185,-15.31748871,Opsin,150424_F1_C1_t1
185.2,-15.33718613,Opsin,150424_F1_C1_t1
185.4,-15.3428389,Opsin,150424_F1_C1_t1
185.6,-15.34611862,Opsin,150424_F1_C1_t1
185.8,-15.33220108,Opsin,150424_F1_C1_t1
186,-15.34929993,Opsin,150424_F1_C1_t1
186.2,-15.37174225,Opsin,150424_F1_C1_t1
186.4,-15.36577896,Opsin,150424_F1_C1_t1
186.6,-15.34110504,Opsin,150424_F1_C1_t1
186.8,-15.33047607,Opsin,150424_F1_C1_t1
187,-15.34604858,Opsin,150424_F1_C1_t1
187.2,-15.32294861,Opsin,150424_F1_C1_t1
187.4,-15.26289215,Opsin,150424_F1_C1_t1
187.6,-15.29447678,Opsin,150424_F1_C1_t1
187.8,-15.30157227,Opsin,150424_F1_C1_t1
188,-15.34271515,Opsin,150424_F1_C1_t1
188.2,-15.34765396,Opsin,150424_F1_C1_t1
188.4,-15.35503082,Opsin,150424_F1_C1_t1
188.6,-15.3515419,Opsin,150424_F1_C1_t1
188.8,-15.34711121,Opsin,150424_F1_C1_t1
189,-15.33291138,Opsin,150424_F1_C1_t1
189.2,-15.33288635,Opsin,150424_F1_C1_t1
189.4,-15.37237747,Opsin,150424_F1_C1_t1
189.6,-15.33353638,Opsin,150424_F1_C1_t1
189.8,-15.30660492,Opsin,150424_F1_C1_t1
190,-15.35284805,Opsin,150424_F1_C1_t1
190.2,-15.39357635,Opsin,150424_F1_C1_t1
190.4,-15.34063004,Opsin,150424_F1_C1_t1
190.6,-15.33572144,Opsin,150424_F1_C1_t1
190.8,-15.34038437,Opsin,150424_F1_C1_t1
191,-15.31662308,Opsin,150424_F1_C1_t1
191.2,-15.30099411,Opsin,150424_F1_C1_t1
191.4,-15.30996948,Opsin,150424_F1_C1_t1
191.6,-15.28809128,Opsin,150424_F1_C1_t1
191.8,-15.22689682,Opsin,150424_F1_C1_t1
192,-15.21526794,Opsin,150424_F1_C1_t1
192.2,-14.66354309,Opsin,150424_F1_C1_t1
192.4,-13.99928726,Opsin,150424_F1_C1_t1
192.6,-14.58036743,Opsin,150424_F1_C1_t1
192.8,-14.86315582,Opsin,150424_F1_C1_t1
193,-14.20731354,Opsin,150424_F1_C1_t1
193.2,-14.26471695,Opsin,150424_F1_C1_t1
193.4,-14.779487,Opsin,150424_F1_C1_t1
193.6,-14.99051712,Opsin,150424_F1_C1_t1
193.8,-14.9110495,Opsin,150424_F1_C1_t1
194,-13.39453079,Opsin,150424_F1_C1_t1
194.2,-14.21743729,Opsin,150424_F1_C1_t1
194.4,-14.71040115,Opsin,150424_F1_C1_t1
194.6,-14.71592529,Opsin,150424_F1_C1_t1
194.8,-12.97259308,Opsin,150424_F1_C1_t1
195,-13.84091583,Opsin,150424_F1_C1_t1
195.2,-14.55838623,Opsin,150424_F1_C1_t1
195.4,-13.93905319,Opsin,150424_F1_C1_t1
195.6,-13.17701569,Opsin,150424_F1_C1_t1
195.8,-14.33405014,Opsin,150424_F1_C1_t1
196,-14.35424683,Opsin,150424_F1_C1_t1
196.2,-12.65841064,Opsin,150424_F1_C1_t1
196.4,-14.05278961,Opsin,150424_F1_C1_t1
196.6,-14.60902878,Opsin,150424_F1_C1_t1
196.8,-14.77214478,Opsin,150424_F1_C1_t1
197,-13.47683884,Opsin,150424_F1_C1_t1
197.2,-13.19955154,Opsin,150424_F1_C1_t1
197.4,-14.27832626,Opsin,150424_F1_C1_t1
197.6,-14.60472046,Opsin,150424_F1_C1_t1
197.8,-13.63901642,Opsin,150424_F1_C1_t1
198,-12.70544586,Opsin,150424_F1_C1_t1
198.2,-14.03364746,Opsin,150424_F1_C1_t1
198.4,-14.48640274,Opsin,150424_F1_C1_t1
198.6,-14.56989044,Opsin,150424_F1_C1_t1
198.8,-14.7100621,Opsin,150424_F1_C1_t1
199,-13.66364487,Opsin,150424_F1_C1_t1
199.2,-13.35763062,Opsin,150424_F1_C1_t1
199.4,-14.39492889,Opsin,150424_F1_C1_t1
199.6,-14.61896667,Opsin,150424_F1_C1_t1
199.8,-12.46099442,Opsin,150424_F1_C1_t1
200,-13.18594421,Opsin,150424_F1_C1_t1
200.2,-14.29366135,Opsin,150424_F1_C1_t1
200.4,-14.45245026,Opsin,150424_F1_C1_t1
200.6,-14.71645233,Opsin,150424_F1_C1_t1
200.8,-14.38700851,Opsin,150424_F1_C1_t1
201,-13.37518906,Opsin,150424_F1_C1_t1
201.2,-14.14842926,Opsin,150424_F1_C1_t1
201.4,-14.75555115,Opsin,150424_F1_C1_t1
201.6,-14.40775772,Opsin,150424_F1_C1_t1
201.8,-12.90584259,Opsin,150424_F1_C1_t1
202,-14.25486771,Opsin,150424_F1_C1_t1
202.2,-14.73193161,Opsin,150424_F1_C1_t1
202.4,-14.88659775,Opsin,150424_F1_C1_t1
202.6,-12.598461,Opsin,150424_F1_C1_t1
202.8,-13.69297699,Opsin,150424_F1_C1_t1
203,-14.5322348,Opsin,150424_F1_C1_t1
203.2,-14.05532791,Opsin,150424_F1_C1_t1
203.4,-12.54526443,Opsin,150424_F1_C1_t1
203.6,-14.15255905,Opsin,150424_F1_C1_t1
203.8,-14.67442383,Opsin,150424_F1_C1_t1
204,-14.54073074,Opsin,150424_F1_C1_t1
204.2,-12.98764771,Opsin,150424_F1_C1_t1
204.4,-14.34689377,Opsin,150424_F1_C1_t1
204.6,-14.80380402,Opsin,150424_F1_C1_t1
204.8,-14.94366394,Opsin,150424_F1_C1_t1
205,-15.02496414,Opsin,150424_F1_C1_t1
205.2,-15.09139587,Opsin,150424_F1_C1_t1
205.4,-15.13125229,Opsin,150424_F1_C1_t1
205.6,-15.18571365,Opsin,150424_F1_C1_t1
205.8,-15.19976288,Opsin,150424_F1_C1_t1
206,-15.22531235,Opsin,150424_F1_C1_t1
206.2,-15.23320953,Opsin,150424_F1_C1_t1
206.4,-15.28114517,Opsin,150424_F1_C1_t1
206.6,-15.29517014,Opsin,150424_F1_C1_t1
206.8,-15.31822617,Opsin,150424_F1_C1_t1
207,-15.32683121,Opsin,150424_F1_C1_t1
207.2,-15.30147675,Opsin,150424_F1_C1_t1
207.4,-15.32068314,Opsin,150424_F1_C1_t1
207.6,-15.35548264,Opsin,150424_F1_C1_t1
207.8,-15.36508575,Opsin,150424_F1_C1_t1
208,-15.35377975,Opsin,150424_F1_C1_t1
208.2,-15.40060562,Opsin,150424_F1_C1_t1
208.4,-15.39163116,Opsin,150424_F1_C1_t1
208.6,-15.41270203,Opsin,150424_F1_C1_t1
208.8,-15.43732986,Opsin,150424_F1_C1_t1
209,-15.46292007,Opsin,150424_F1_C1_t1
209.2,-15.44487793,Opsin,150424_F1_C1_t1
209.4,-15.44394592,Opsin,150424_F1_C1_t1
209.6,-15.45880386,Opsin,150424_F1_C1_t1
0,-12.58631439,Control,100624_F1_C1_t1
0.2,-12.7046608,Control,100624_F1_C1_t1
0.4,-12.59516129,Control,100624_F1_C1_t1
0.6,-11.05350922,Control,100624_F1_C1_t1
0.8,-10.48806076,Control,100624_F1_C1_t1
1,-11.1002211,Control,100624_F1_C1_t1
1.2,-11.77398956,Control,100624_F1_C1_t1
1.4,-12.42855698,Control,100624_F1_C1_t1
1.6,-12.57641525,Control,100624_F1_C1_t1
1.8,-12.57152695,Control,100624_F1_C1_t1
2,-12.55757141,Control,100624_F1_C1_t1
2.2,-12.61094406,Control,100624_F1_C1_t1
2.4,-12.51960297,Control,100624_F1_C1_t1
2.6,-12.57561111,Control,100624_F1_C1_t1
2.8,-12.56074738,Control,100624_F1_C1_t1
3,-12.57349136,Control,100624_F1_C1_t1
3.2,-12.53895767,Control,100624_F1_C1_t1
3.4,-12.50532639,Control,100624_F1_C1_t1
3.6,-12.51344894,Control,100624_F1_C1_t1
3.8,-12.51375137,Control,100624_F1_C1_t1
4,-12.26884796,Control,100624_F1_C1_t1
4.2,-12.38476288,Control,100624_F1_C1_t1
4.4,-12.40515457,Control,100624_F1_C1_t1
4.6,-12.35164383,Control,100624_F1_C1_t1
4.8,-12.55612366,Control,100624_F1_C1_t1
5,-12.60522766,Control,100624_F1_C1_t1
5.2,-12.58998886,Control,100624_F1_C1_t1
5.4,-11.8330426,Control,100624_F1_C1_t1
5.6,-8.088700867,Control,100624_F1_C1_t1
5.8,-8.906456604,Control,100624_F1_C1_t1
6,-9.910047607,Control,100624_F1_C1_t1
6.2,-10.6649939,Control,100624_F1_C1_t1
6.4,-10.93792221,Control,100624_F1_C1_t1
6.6,-11.41481995,Control,100624_F1_C1_t1
6.8,-11.89341949,Control,100624_F1_C1_t1
7,-12.20361862,Control,100624_F1_C1_t1
7.2,-12.55149323,Control,100624_F1_C1_t1
7.4,-12.60797607,Control,100624_F1_C1_t1
7.6,-12.6203421,Control,100624_F1_C1_t1
7.8,-12.6342392,Control,100624_F1_C1_t1
8,-12.68313461,Control,100624_F1_C1_t1
8.2,-12.70636505,Control,100624_F1_C1_t1
8.4,-12.6583989,Control,100624_F1_C1_t1
8.6,-12.69356247,Control,100624_F1_C1_t1
8.8,-12.65093613,Control,100624_F1_C1_t1
9,-12.64767014,Control,100624_F1_C1_t1
9.2,-12.62081009,Control,100624_F1_C1_t1
9.4,-12.67066483,Control,100624_F1_C1_t1
9.6,-12.69323883,Control,100624_F1_C1_t1
9.8,-12.62221039,Control,100624_F1_C1_t1
10,-12.63783417,Control,100624_F1_C1_t1
10.2,-12.69755051,Control,100624_F1_C1_t1
10.4,-12.63668884,Control,100624_F1_C1_t1
10.6,-12.60781754,Control,100624_F1_C1_t1
10.8,-11.85146896,Control,100624_F1_C1_t1
11,-12.20304382,Control,100624_F1_C1_t1
11.2,-12.57474686,Control,100624_F1_C1_t1
11.4,-12.51698685,Control,100624_F1_C1_t1
11.6,-12.62517456,Control,100624_F1_C1_t1
11.8,-12.65480011,Control,100624_F1_C1_t1
12,-12.65850815,Control,100624_F1_C1_t1
12.2,-12.6454982,Control,100624_F1_C1_t1
12.4,-12.57014755,Control,100624_F1_C1_t1
12.6,-12.35721619,Control,100624_F1_C1_t1
12.8,-12.42464142,Control,100624_F1_C1_t1
13,-9.147076416,Control,100624_F1_C1_t1
13.2,-9.215288849,Control,100624_F1_C1_t1
13.4,-9.944309692,Control,100624_F1_C1_t1
13.6,-10.57744217,Control,100624_F1_C1_t1
13.8,-11.13148331,Control,100624_F1_C1_t1
14,-11.55923676,Control,100624_F1_C1_t1
14.2,-12.06877838,Control,100624_F1_C1_t1
14.4,-12.48917923,Control,100624_F1_C1_t1
14.6,-12.60318924,Control,100624_F1_C1_t1
14.8,-12.34917023,Control,100624_F1_C1_t1
15,-12.46995728,Control,100624_F1_C1_t1
15.2,-12.63838379,Control,100624_F1_C1_t1
15.4,-12.69383621,Control,100624_F1_C1_t1
15.6,-12.7140889,Control,100624_F1_C1_t1
15.8,-12.61122086,Control,100624_F1_C1_t1
16,-12.60821426,Control,100624_F1_C1_t1
16.2,-12.66396332,Control,100624_F1_C1_t1
16.4,-12.59191376,Control,100624_F1_C1_t1
16.6,-12.61097412,Control,100624_F1_C1_t1
16.8,-12.54277573,Control,100624_F1_C1_t1
17,-12.56786865,Control,100624_F1_C1_t1
17.2,-12.27541046,Control,100624_F1_C1_t1
17.4,-12.15437424,Control,100624_F1_C1_t1
17.6,-9.191500092,Control,100624_F1_C1_t1
17.8,-9.952777863,Control,100624_F1_C1_t1
18,-10.65401703,Control,100624_F1_C1_t1
18.2,-11.125401,Control,100624_F1_C1_t1
18.4,-11.42983032,Control,100624_F1_C1_t1
18.6,-11.94460312,Control,100624_F1_C1_t1
18.8,-12.34045425,Control,100624_F1_C1_t1
19,-12.43334778,Control,100624_F1_C1_t1
19.2,-12.49402267,Control,100624_F1_C1_t1
19.4,-12.52567032,Control,100624_F1_C1_t1
19.6,-12.20774216,Control,100624_F1_C1_t1
19.8,-12.52287048,Control,100624_F1_C1_t1
20,-12.67304611,Control,100624_F1_C1_t1
20.2,-12.6898349,Control,100624_F1_C1_t1
20.4,-12.60434601,Control,100624_F1_C1_t1
20.6,-12.64621063,Control,100624_F1_C1_t1
20.8,-12.64646896,Control,100624_F1_C1_t1
21,-12.34974457,Control,100624_F1_C1_t1
21.2,-12.5690921,Control,100624_F1_C1_t1
21.4,-12.64057816,Control,100624_F1_C1_t1
21.6,-12.65002502,Control,100624_F1_C1_t1
21.8,-12.61429962,Control,100624_F1_C1_t1
22,-12.60215408,Control,100624_F1_C1_t1
22.2,-12.59628387,Control,100624_F1_C1_t1
22.4,-12.62046371,Control,100624_F1_C1_t1
22.6,-12.52284439,Control,100624_F1_C1_t1
22.8,-10.39955139,Control,100624_F1_C1_t1
23,-9.808893738,Control,100624_F1_C1_t1
23.2,-10.5546373,Control,100624_F1_C1_t1
23.4,-11.21984085,Control,100624_F1_C1_t1
23.6,-11.80507996,Control,100624_F1_C1_t1
23.8,-12.33071579,Control,100624_F1_C1_t1
24,-12.55167587,Control,100624_F1_C1_t1
24.2,-12.5237326,Control,100624_F1_C1_t1
24.4,-12.55426895,Control,100624_F1_C1_t1
24.6,-12.64348297,Control,100624_F1_C1_t1
24.8,-12.6227951,Control,100624_F1_C1_t1
25,-12.56098801,Control,100624_F1_C1_t1
25.2,-12.54515991,Control,100624_F1_C1_t1
25.4,-12.27603378,Control,100624_F1_C1_t1
25.6,-11.76007065,Control,100624_F1_C1_t1
25.8,-12.35066956,Control,100624_F1_C1_t1
26,-12.46434296,Control,100624_F1_C1_t1
26.2,-12.5567038,Control,100624_F1_C1_t1
26.4,-12.60435623,Control,100624_F1_C1_t1
26.6,-12.55664948,Control,100624_F1_C1_t1
26.8,-12.50920547,Control,100624_F1_C1_t1
27,-12.43643906,Control,100624_F1_C1_t1
27.2,-12.5012616,Control,100624_F1_C1_t1
27.4,-12.5301535,Control,100624_F1_C1_t1
27.6,-12.44227005,Control,100624_F1_C1_t1
27.8,-12.24137726,Control,100624_F1_C1_t1
28,-12.49828537,Control,100624_F1_C1_t1
28.2,-12.58262558,Control,100624_F1_C1_t1
28.4,-12.51398987,Control,100624_F1_C1_t1
28.6,-12.41810577,Control,100624_F1_C1_t1
28.8,-12.51875763,Control,100624_F1_C1_t1
29,-10.79567245,Control,100624_F1_C1_t1
29.2,-9.104940186,Control,100624_F1_C1_t1
29.4,-9.931375885,Control,100624_F1_C1_t1
29.6,-10.61441193,Control,100624_F1_C1_t1
29.8,-11.09314255,Control,100624_F1_C1_t1
30,-11.5006839,Control,100624_F1_C1_t1
30.2,-12.14821701,Control,100624_F1_C1_t1
30.4,-12.46071121,Control,100624_F1_C1_t1
30.6,-12.50975449,Control,100624_F1_C1_t1
30.8,-12.58342728,Control,100624_F1_C1_t1
31,-12.50603149,Control,100624_F1_C1_t1
31.2,-12.44419327,Control,100624_F1_C1_t1
31.4,-12.53060654,Control,100624_F1_C1_t1
31.6,-12.58220474,Control,100624_F1_C1_t1
31.8,-12.546595,Control,100624_F1_C1_t1
32,-12.57450546,Control,100624_F1_C1_t1
32.2,-12.32737244,Control,100624_F1_C1_t1
32.4,-12.30731537,Control,100624_F1_C1_t1
32.6,-12.45599274,Control,100624_F1_C1_t1
32.8,-12.58805817,Control,100624_F1_C1_t1
33,-12.57501877,Control,100624_F1_C1_t1
33.2,-12.3447905,Control,100624_F1_C1_t1
33.4,-12.45217743,Control,100624_F1_C1_t1
